x,y
抱瓮出灌,-0.555555556
抱薪救焚,-0.555555556
抱薪救火,-0.555555556
抱有,0.18355561515949
抱玉握珠,0.555555556
抱怨,-0.6440677965
抱怨地说,-0.155504763
抱怨连连,-0.140636542
抱柱之信,0.777777778
抱子弄孙,0.555555556
抱走冠军,0.192944034769594
豹死留皮,0.555555556
鲍鱼之次,-0.555555556
鲍鱼之肆,-0.555555556
暴病,-0.777777778
暴传,-0.329513492
暴敌,-0.525423729
暴跌,-0.338983051
暴动,-0.5936303465
暴发,-0.293602576
暴发出,-0.187060068
暴发出来,-0.157244203
暴风,-0.263582915
暴风雪,-0.555555556
暴风雨,-0.405186772
暴行,-0.488152177
暴洪,-0.777777778
暴虎冯河,-0.555555556
暴举,-0.777777778
暴君,-0.777777778
暴君政治,-0.555555556
暴客,-0.5302266515
暴力,-0.2094782935
暴力冲突,-0.136241492
暴力方式,-0.008913322
暴力攻击,-0.218553593
暴力行为,-0.555555556
暴力强迫,-0.188360203
暴力示威,-0.082960373
暴力事件,-0.010749356
暴力威胁,-0.082960373
暴力相向,-0.002840068
暴力循环,-0.05976078
暴力引起,-0.011217051
暴利,-0.111111111
暴戾,-0.4472693035
暴戾习气,-0.152342644
暴戾之气,-0.146598102
暴戾恣睢,-0.777777778
暴敛横征,-0.555555556
暴烈,-0.555555556
暴露,-0.355932203
暴乱,-0.693973635
暴民,-0.333333333
暴内陵外,-0.555555556
暴怒,-0.7796995595
暴虐,-0.3615819205
暴虐行为,-0.130484593
暴虐无道,-0.777777778
暴取豪夺,-1
暴殄天物,-1
暴跳,-1
暴跳如雷,-0.578428644
暴投,-0.351483932
暴徒,-0.564630855
暴笑,0.777777778
暴躁,-0.498116761
暴政,-0.4472693035
暴卒,-0.777777778
爆出,-0.122580746
爆发,-0.777777778
爆发冲突,-0.15548539
爆发力,0.0828165984764162
爆发战争,-0.242741797
爆发争执,-0.198457475
爆冷,-0.347191932
爆冷门,-0.229173785
爆烈,-0.333333333
爆满,0.195120708121136
爆破,-0.440677966
爆强,0.777777778
爆升,0.132490633658706
爆炸物,-0.194354351
爆震,-0.271186441
陂湖禀量,0.555555556
杯羹之让,-0.555555556
杯弓蛇影,-0.2947269305
杯弓市虎,-0.555555556
杯觥交错,0.555555556
杯酒言欢,0.555555556
杯蛇鬼车,-0.555555556
杯蛇幻影,-0.777777778
杯影蛇弓,-0.555555556
杯中蛇影,-0.555555556
卑鄙,-0.644133932
卑鄙的人,-0.114934203
卑鄙地,-0.250177559
卑鄙龌龊,-0.555555556
卑鄙无耻,-1
卑鄙小人,-0.246801051
卑谄足恭,-0.555555556
卑辞重币,-0.555555556
卑躬屈节,-0.777777778
卑躬屈膝,-1
卑贱,-0.6610830845
卑礼厚币,0.555555556
卑劣,-0.6865068135
卑陋,-1
卑屈,-0.288267864
卑俗,-0.555555556
卑琐,-1
卑微,-0.112266725
卑猥,-1
卑污,-0.777777778
卑下,-0.6008194315
卑以自牧,0.333333333
卑之无甚高论,-0.111111111
悲哀,-0.4238799475
悲哀地说,-0.157539136
悲不自胜,-1
悲惨,-0.589452889
悲愁,-0.4359688965
悲愁垂涕,-0.555555556
悲触,-0.163839864
悲怆,-0.777777778
悲从中来,-0.555555556
悲悼,-0.462334245
悲愤,-0.589452889
悲愤交加,-1
悲愤填膺,-0.777777778
悲歌,-0.555555556
悲歌击筑,-0.555555556
悲歌易水,-0.555555556
悲哽,-0.555555556
悲观,-0.016315525
悲观地,-0.333333333
悲观失望,-0.555555556
悲观主义,-0.4180495925
悲号,-0.777777778
悲欢离合,0.555555556
悲剧,-0.5038883975
悲苦,-0.2560976835
悲怜,-0.041511356
悲怜心疼,-0.098223508
悲凉,-0.438522584
悲悯,-0.337366019382348
悲鸣,-0.777777778
悲凄,-0.555555556
悲戚,-0.777777778
悲泣,-0.555555556
悲切,-0.555555556
悲情,-0.084210712
悲伤,-0.4868163545
悲伤者,-0.276430599
悲声载道,-0.555555556
悲酸,-0.555555556
悲叹,-0.517516339
悲天悯人,-0.333333333
悲恸,-0.777777778
悲痛,-0.459581744
悲痛遗憾,-0.249600576
悲痛欲绝,-0.6721897035
悲喜交集,0.555555556
悲辛,-0.555555556
悲咽,-0.555555556
悲郁,-0.333333333
悲壮,0.777777778
北辰星拱,1
北风之恋,0.555555556
北宫婴儿,0.555555556
北辕适楚,-0.333333333
贝戈戈,-0.06779661
贝戈哥,-0.04519774
贝哥哥,-0.02259887
备不住,-0.777777778
备感困难,-0.156866068
备感难堪,-0.029747424
备感压力,-0.063632169
备荒,0.111111111
备极哀荣,-0.008028983
备受,0.045066246942103
备受冲击,-0.262420203
备受鼓舞,0.0331359071634103
备受关注,0.0895407470571431
备受肯定,0.155083819947972
备受外界期待,0.00285072737301421
备受争议,-0.111324661
备受质疑,-0.173577763
备受瞩目,0.0124748982999183
备妥,0.073358826908931
备位充数,-0.555555556
备至,0.555555556
背暗投明,0.555555556
背包袱,-0.333333333
背碑覆局,0.555555556
背倍弃义,-0.777777778
背本就末,-0.777777778
背本趋末,-0.777777778
背不住,-0.777777778
背道而驰,-0.1732779375
背地里,-0.555555556
背恩负义,-0.777777778
背恩弃义,-0.777777778
背恩忘义,-0.555555556
背公向私,-0.555555556
背公营私,-0.777777778
背黑锅,-0.777777778
背后,-0.333333333
背悔,-0.333333333
背井,-0.199958576
背井离乡,0.555555556
背离,-0.634651601
背理,-0.333333333
背盟败约,-0.555555556
背谬,-0.333333333
背叛,-0.4557438795
背叛者,-0.235000633
背气,-0.333333333
背弃,-0.498116761
背山起楼,-0.555555556
背伤,-0.508474576
背时,-0.555555556
背书,0.264981268620237
背思忘义,-1
背乡离井,-0.555555556
背信,-0.399118516
背信弃义,-0.30721999
背信弃义的人,-0.019789797
背兴,-0.333333333
背义负恩,-0.555555556
背义负信,-0.555555556
背义忘恩,-0.555555556
背约,-0.555555556
背运,-0.777777778
背债,-0.555555556
倍道而进,0.555555556
倍道兼行,0.777777778
倍儿棒,0.777777778
倍增,0.073358826908931
悖晦,-0.333333333
悖离,-0.322033898
悖谬,-0.555555556
悖逆,-0.555555556
悖入悖出,-0.555555556
悖言乱辞,-0.777777778
悖于,-0.110014237
被爱,0.187704516016366
被补,-0.118644068
被捕,-0.305084746
被擦模煳,-0.161016949
被扯破,-0.451977401
被称为,0.029150560297098
被吃定了,-0.055067576
被刺痛,-0.460862327
被打,-0.426116136
被打败,-0.464868384
被打碎,-0.476167819
被当,-0.034209661
被盗用,-0.113979593
被低估,-0.293785311
被动,-0.1840258265
被动的贪汗,-0.188727783
被毒打一顿,-0.300344976
被扼杀,-0.327683616
被扼死,-0.333360452
被发文身,-0.111111111
被发现,0.0668224466161803
被发缨冠,-0.555555556
被发左衽,-0.333333333
被罚巨款,-0.152542373
被放弃,-0.287482938
被放逐者,-0.129150814
被分解,-0.045083955
被封杀,-0.327683616
被奉为,-0.077326215
被俘,-0.149111119
被浮渣覆盖,-0.115254237
被腐蚀,-0.305084746
被赋予,0.107737144059062
被干走,-0.300468294
被告,-0.4472693035
被狗吃,-0.267047344
被瓜分,-0.177608475
被孩子捆住,-0.241098685
被害,-0.457627119
被害人,-0.281091254
被害者,-0.302797243
被褐怀玉,0.555555556
被轰出,-0.160816542
被吼叫着表达出来,-0.061667153
被忽略了,-0.092843525
被击出,-0.296409763
被击落,-0.508474576
被击中,-0.332680678
被羁押,-0.146892656
被监禁,-0.293785311
被绞死,-0.333360452
被拒,-0.288135593
被开除,-0.007175706
被砍伤,-0.485875706
被看好,0.0692991968942497
被恐吓,-0.429378531
被控,-0.271186441
被控犯罪,-0.415254237
被控犯罪的人,-0.257369673
被控贪污,-0.398305085
被夸大,-0.094777898
被勒死,-0.412456497
被雷打死,-0.429180102
被利用,-0.123975028
被猎人追赶的金鹿－慌里慌张,-0.555555556
被瞒,-0.203389831
被美化,-0.116209717
被闷死,-0.491552542
被迷住,-0.252554486
被难,-0.777777778
被碾碎,-0.316384181
被弄死,-0.514151412
被弄脏,-0.372881356
被殴,-0.186440678
被殴打,-0.306676294
被殴致死,-0.156061017
被排除,-0.082309356
被判处,0.206544271240592
被判定,0.00957394964547349
被判赔,0.172790633716943
被骗,-0.372881356
被骗走,-0.440677966
被泼水弄湿,-0.22084358
被迫辞职,-0.218623356
被迫分离,-0.378969068
被迫开放,0.229572174911791
被迫停止,-0.307720814
被迫退出,-0.30439461
被迫退赛,-0.32785
被迫延后,-0.330508475
被强迫,0.385322981108428
被敲出,-0.115618802
被侵蚀,-0.350282486
被驱逐,-0.169491525
被驱逐的人,-0.078335132
被曲解,-0.059565876
被取代,-0.141381921
被认同,0.0613085386779516
被认为,0.0264820225172616
被三振,-0.146892656
被杀,-0.457627119
被伤害,-0.508474576
被视为,0.24701471332288
被撕裂,-0.372881356
被撕破,-0.395480226
被损坏,-0.485875706
被台风尾扫到,-0.015638666
被淘汰,-0.079096045
被踢出,-0.115618802
被停权,-0.123477695
被同意,0.103888438736221
被偷,-0.389830508
被屠杀,-0.327683616
被推翻,-0.250958644
被玩弄,-0.395480226
被玩弄的人,-0.213928353
被危机所累,-0.164694997
被污染,-0.372881356
被误解,-0.172560226
被牺牲,-0.069596113
被喜爱,0.390117611328323
被戏弄,-0.302797243
被选为,0.10074249261902
被压坏,-0.508474576
被掩饰,-0.146892656
被遗弃,-0.327683616
被议论,-0.214689266
被抑制,-0.143323322
被抑制状态,-0.113112637
被誉为,0.0836768743835743
被炸,-0.237288136
被炸毁,-0.338983051
被沾污,-0.214689266
被指,-0.176971119
被逐出,-0.138217673
被注视,0.221603099287279
被抓,-0.237288136
被撞及,-0.245637107
被撞死,-0.468953673
被诅咒,-0.180790961
辈出,0.333333333
奔驰,0.333333333
奔窜,-0.555555556
奔放,0.555555556
奔忙,-0.555555556
奔命,0.555555556
奔丧,-0.777777778
奔腾,0.777777778
奔头儿,0.555555556
奔突,-0.555555556
奔袭,0.555555556
奔走,0.419553673903983
奔走呼号,-0.555555556
奔走声援,0.171756441152611
奔走相告,0.180389887188017
奔走之友,0.555555556
奔走钻营,-0.555555556
贲临,0.555555556
本本主义,-0.555555556
本标兼治,0.0366794141058778
本草纲目,0.555555556
本分,0.333333333
本分人,0.333333333
本固邦宁,0.555555556
本季最高,0.22270377108082
本末倒置,-0.486346516
本色,0.303093006468443
本位主义,-0.555555556
本性难移,-0.555555556
本意,0.193825671788362
本应,0.0291952823560289
本着良心,0.335601160926648
本支百世,0.555555556
本枝百世,0.555555556
苯中毒,-0.555555556
笨伯,-0.333333333
笨蛋,-0.395480226
笨脚,-0.322033898
笨口拙舌,-0.333333333
笨鸟先飞,0.333333333
笨手,-0.214130339
笨手笨脚,-0.4118188375
笨手笨脚地做,-0.247268927
笨头笨脑,-0.555555556
笨重,-0.0931259285
笨猪,-0.406779661
笨拙,-0.396421846
笨拙的处理,-0.006978183
笨拙地说出,-0.098859837
崩堤,-0.033898305
崩溃,-0.533898305
崩溃边缘,-0.033898305
崩溃的边缘,-0.018154956
崩漏,-0.777777778
崩落,-0.555555556
崩盘,-0.06779661
崩塌,-0.311676083
崩症,-0.777777778
绷紧,-0.108866271
绷紧神经,-0.060863542
绷脸,-0.333333333
绷着,-0.062352814
绷着的脸,-0.039817797
绷着脸,-0.333333333
蹦跶,-0.111111111
逼不得已,-0.309177032
逼出,0.110610600509482
逼到,0.0440205426198922
逼宫,-0.777777778
逼供,-0.2325723615
逼婚,-0.333333333
逼缴,-0.097913085
逼勒,-0.555555556
逼良为娼,-0.555555556
逼迫,-0.555555556
逼人,-0.061922847
逼人太甚,-0.555555556
逼上梁山,-0.2843857865
逼使,-0.06401478
逼视,-0.252072915
逼死,-0.411513085
逼退,-0.329884271
逼退回,-0.332917198
逼肖,0.333333333
逼仄,-0.555555556
逼着,0.00216525013526218
逼着了解,0.162023105252366
逼真,0.379609284086918
逼真逼肖,0.555555556
逼真地,0.0602128423714341
逼政,-0.13181139
逼走,-0.386048678
鼻孔朝天,-0.777777778
鼻孔辽天,-0.555555556
鼻孔撩天,-0.777777778
鼻酸,-0.333333333
鼻咽癌,-0.777777778
鼻祖,0.777777778
匕首,-0.284039507
比不上,-0.101709763
比户可封,0.555555556
比及,0.555555556
比冀齐飞,0.555555556
比肩,0.555555556
比较便宜,0.173794589025886
比较低,-0.182940384
比较好,0.243153054015363
比较可能,0.24018913463827
比较困难,-0.256447356
比较慢,-0.092544904
比较难,-0.149839412
比较少,-0.056125378
比较委婉,-0.027035797
比率较高,0.256032298250896
比率为最高,0.259677368185353
比美,0.333333333
比配,0.555555556
比数差距最大,0.0623741462510811
比他好,0.201789830552956
比屋而封,0.777777778
比屋可封,0.555555556
比下去,-0.326952836
比以前大,-0.009190203
比以往高,0.13878482277282
比翼鸟,0.111111111
比翼齐飞?,0.777777778
比预期好,0.239113531795058
比照,0.0441635445529021
秕糠,-0.111111111
秕子,-0.333333333
笔饱墨酣,0.555555556
笔大如椽,0.555555556
笔伐,-0.555555556
笔伐口诛,-0.555555556
笔扫千军,0.555555556
笔挺,0.555555556
笔下超生,0.555555556
笔下生花,0.555555556
笔直,0.111111111
笔诛墨伐,-0.555555556
笔走龙蛇,0.555555556
俾防,-0.051560678
俾昼作夜,-0.555555556
鄙薄,-0.777777778
鄙贱,-1
鄙俚,-0.777777778
鄙俚浅陋,-0.555555556
鄙吝,-0.777777778
鄙吝复萌,-0.555555556
鄙陋,-1
鄙弃,-0.555555556
鄙视,-0.5422399905
鄙俗,-0.555555556
鄙夷,-0.777777778
鄙夷不屑,-0.555555556
必操胜券,1
必当,0.247775459947199
必得,0.652229397764484
必得演出,0.160705883170502
必定,0.624647674057984
必定能,0.342851077389863
必定能够,0.259373470023898
必恭必敬,0.777777778
必会,0.173213838038173
必将,0.00447032200876485
必经,0.0223516113466488
必经阶段,0.0111758063247367
必能,0.269451590629002
必然,1
必然会,0.152300339167837
必然趋势,0.0391360552867467
必胜,0.269451590629002
必输,-0.047416203
必死,-0.310168746
必死无疑,-0.339138186
必须,0.777777778
必须采取,0.00761980138619257
必须等待,-0.100474814
必须对信用的使用设限,0.0764144586214586
必须负担,0.0267065343665168
必须改善,-0.198856441
必须及时,0.0382407711806336
必须加强,0.00519835861666562
必须加入,0.02985349668688
必须接受,0.0128138320196447
必须具备,0.0168328021823969
必须扩大,0.0223516113466488
必须面对,0.0761046742986069
必须面临,0.00223516100438243
必须能,0.179634393318393
必须赔偿,-0.008840576
必须确保,0.230824961896192
必须是,0.0264621479284833
必须透过,0.0773322216626605
必须完成,0.270762629505468
必须有助于,0.300363544987785
必须正视,0.0895086181004823
必须注意,0.132735255907987
必需,0.00447032200876485
必需存在,0.0137406483887667
必要,0.233430750484027
必要措施,0.058606149607376
必要性,0.101395524313741
必由之路,1
必有,0.232189483023982
毕恭毕敬,0.111111111
毕竟都是,0.0441635445529021
毕力,0.333333333
毕命,-1
毕其功于一役,-0.333333333
毕生,0.333333333
毕生目标,0.0765368146935463
毕肖,0.333333333
闭关,-0.086588542
闭关锁国,-0.777777778
闭关自守,-0.555555556
闭口无言,-0.777777778
闭门,-0.030467051
闭门羹,-0.555555556
闭门思过,-0.333333333
闭门造车,-0.2924163205
闭目塞听,-0.555555556
闭气,-0.555555556
闭塞,-0.333333333
闭锁,-0.06779661
闭邪存诚,0.777777778
闭眼睛捉麻雀,-0.333333333
闭月羞花,0.777777778
庇护,-0.333333333
庇荫,-0.333333333
庇佑,0.410970661276451
荜门闺窦,-0.111111111
毙了,-0.051601085
毙了你,-0.033395887
毙了他,-0.011801853
毙命,-0.555555556
敝帷不弃,0.777777778
敝屣,-0.333333333
敝帚自珍,0.333333333
婢膝奴颜,-0.555555556
筚路蓝缕,0.333333333
筚门圭窦,-0.555555556
裨益,0.333333333
碧澄,0.111111111
碧鬟红袖,0.555555556
碧空,0.333333333
碧蓝,0.333333333
碧绿,0.333333333
碧血,0.777777778
碧血丹心,0.777777778
碧油油,0.555555556
蔽聪塞明,-0.555555556
蔽美扬恶,-0.777777778
蔽塞,-0.555555556
弊案,-0.06779661
弊病,-0.777777778
弊病丛生,-0.126939593
弊端,-0.2899265915
弊端丛生,-0.046226169
弊端重重,-0.140397898
弊多于利,-0.23768461
弊害,-1
弊绝风清,0.777777778
弊政,-1
壁间蛇影,0.555555556
壁垒,-0.033898305
壁垒森严,-0.111111111
壁上观,-0.777777778
避不回答,-0.247682203
避而不谈,-0.4623790415
避而不提,-0.160526746
避风港,0.0818379335979788
避讳,-0.4821753635
避忌,-0.777777778
避开,-0.056923322
避凉附炎,-0.555555556
避乱,-0.555555556
避免持有,-0.080266288
避免伤及,0.20869644232002
避免直接答复,-0.061655243
避面尹邢,-0.555555556
避难,-0.777777778
避让贤路,0.777777778
避实就虚,-0.111111111
避世绝俗,0.333333333
避险,0.463889545668086
避险功效,0.105991756500014
避债,-0.169623797
避战,0.44678831602591
避着,-0.039474373
避重就轻,-0.175975658
髀肉复生,-0.555555556
璧还,0.555555556
璧谢,0.777777778
璧坐玑驰,0.555555556
边鄙,-0.333333333
边区,0.777777778
边式,0.777777778
边缘化,-0.025814237
砭庸针俗,-0.555555556
编派,-0.777777778
编造,-0.005811186
编撰,0.333333333
鞭策,0.777777778
鞭笞,-0.555555556
鞭笞天下,0.777777778
鞭打,-0.555555556
鞭辟近里,0.555555556
鞭辟入里,0.555555556
鞭挞,-0.777777778
鞭子,-0.277830644
贬斥,-0.555555556
